Id,League,GameDate,Round,Venue,HomeTeamName,AwayTeamName,HomeTeamScore,AwayTeamScore,HomeMinorScore,AwayMinorScore
MSL2SNCFOSS20140329,Men's State League 2 South-East,29/03/2014 4:00:00 AM,Round 1,Mahoneys Reserve,Nunawading City FC ,Old Scotch SC,2,3,,
MSL2SFPFWUS20140329,Men's State League 2 South-East,29/03/2014 4:00:00 AM,Round 1,Monterey Reserve - Pitch 1,Frankston Pines FC ,Warragul United SC,3,1,,
MSL2SSUSPSSF20140329,Men's State League 2 South-East,29/03/2014 4:00:00 AM,Round 1,North Seaford Reserve - Pitch 1,Seaford United SC,Peninsula Strikers Senior FC,3,1,,
MSL2SHUSBS20140329,Men's State League 2 South-East,29/03/2014 8:00:00 AM,Round 1,Bosnia and Herzegovina Centre - Pitch 1,Heatherton United SC,Beaumaris SC,1,6,,
MSL2SBCSDS20140329,Men's State League 2 South-East,29/03/2014 8:00:00 AM,Round 1,Jack Thomas Reserve - Pitch 1,Berwick City SC,Doveton SC,0,4,,
MSL2SMSSNCSF20140330,Men's State League 2 South-East,30/03/2014 4:00:00 AM,Round 1,Esther Park Reserve,Mooroolbark Senior SC,North Caulfield Senior FC,2,0,,
MSL2SWUSHUS20140405,Men's State League 2 South-East,5/04/2014 4:00:00 AM,Round 2,Baxter Park (Warragul),Warragul United SC,Heatherton United SC,4,0,,
MSL2SBSBCS20140405,Men's State League 2 South-East,5/04/2014 4:00:00 AM,Round 2,Beaumaris Reserve - Pitch 1,Beaumaris SC,Berwick City SC,2,1,,
MSL2SPSSFMSS20140405,Men's State League 2 South-East,5/04/2014 4:00:00 AM,Round 2,Centenary Park,Peninsula Strikers Senior FC,Mooroolbark Senior SC,1,2,,
MSL2SDSNCF20140405,Men's State League 2 South-East,5/04/2014 4:00:00 AM,Round 2,Waratah Reserve - Pitch 1,Doveton SC,Nunawading City FC ,2,0,,
MSL2SOSSSUS20140405,Men's State League 2 South-East,5/04/2014 4:15:00 AM,Round 2,HA Smith Reserve - Pitch 1,Old Scotch SC,Seaford United SC,1,0,,
MSL2SNCSFFPF20140406,Men's State League 2 South-East,6/04/2014 5:00:00 AM,Round 2,Caulfield Park - Pitch 7 ,North Caulfield Senior FC,Frankston Pines FC ,2,2,,
MSL2SWUSBS20140412,Men's State League 2 South-East,12/04/2014 5:00:00 AM,Round 3,Baxter Park (Warragul),Warragul United SC,Beaumaris SC,1,0,,
